Provider,Server_Type,Region,OS_Type,Hour,Active_Users,Network_Packets_In,Disk_IO_Speed,Memory_Usage_Percent,CPU_Load
Azure,Large,EU-West,Windows,1,1110,11100,157.2,66.8,70.0
AWS,X-Large,AP-South,Linux,0,1818,23634,75.5,36.5,28.2
GCP,Micro,AP-South,Ubuntu,0,150,1650,84.3,48.5,63.8
AWS,Large,AP-South,Ubuntu,8,1306,14366,162.8,50.3,76.1
GCP,Micro,AP-South,Windows,12,186,1116,79.0,76.9,90.9
GCP,Micro,US-East,Windows,0,121,1573,14.2,65.8,63.1
GCP,Large,US-East,Ubuntu,12,890,12460,39.4,44.7,60.7
Azure,Micro,EU-West,Linux,19,174,2262,191.4,51.3,73.6
Azure,X-Large,AP-South,Windows,21,3448,34480,18.7,68.0,58.2
GCP,Micro,US-East,Linux,6,195,1365,74.2,51.4,76.7
GCP,Micro,EU-West,Windows,1,166,830,103.1,73.9,79.6
GCP,Large,EU-West,Windows,5,1128,9024,101.2,73.3,78.9
AWS,Large,EU-West,Linux,6,831,5817,5.8,44.9,53.7
Azure,Large,AP-South,Ubuntu,13,1150,5750,102.7,50.2,59.0
GCP,Micro,EU-West,Linux,17,147,1029,79.8,49.5,66.7
GCP,Large,AP-South,Ubuntu,14,374,2992,194.6,30.1,24.2
AWS,Micro,EU-West,Ubuntu,1,32,384,36.0,26.2,19.0
Azure,X-Large,EU-West,Windows,9,4796,62348,74.1,73.3,87.5
GCP,X-Large,EU-West,Windows,22,4988,34916,86.8,80.1,93.8
Azure,Micro,US-East,Windows,11,22,220,81.2,47.3,24.0
GCP,Micro,AP-South,Ubuntu,16,110,1540,134.8,41.7,54.7
AWS,X-Large,EU-West,Ubuntu,7,1928,17352,47.0,37.1,35.4
AWS,X-Large,AP-South,Linux,10,4607,46070,48.1,55.5,80.8
Azure,Micro,AP-South,Linux,2,117,936,147.2,43.0,55.1
AWS,X-Large,EU-West,Linux,5,1522,21308,102.6,33.5,28.7
Azure,X-Large,EU-West,Linux,8,2808,28080,86.0,42.7,48.4
GCP,Micro,US-East,Ubuntu,5,184,2024,38.0,59.3,80.1
AWS,Large,EU-West,Ubuntu,8,992,12896,41.6,47.3,61.6
GCP,Large,AP-South,Linux,6,732,10248,7.1,40.3,31.0
GCP,X-Large,AP-South,Linux,8,4923,54153,22.8,61.2,85.8
AWS,Micro,US-East,Ubuntu,17,149,1490,113.6,43.4,59.8
AWS,X-Large,EU-West,Linux,11,2316,11580,178.9,34.9,46.1
AWS,X-Large,AP-South,Windows,7,3857,23142,61.0,69.1,82.8
GCP,Micro,AP-South,Ubuntu,7,154,770,68.9,51.8,61.5
Azure,Large,AP-South,Windows,17,1324,17212,27.5,77.0,88.7
Azure,X-Large,AP-South,Windows,19,2525,35350,80.8,58.1,57.9
GCP,X-Large,AP-South,Ubuntu,14,2327,32578,12.3,37.4,34.6
GCP,Large,EU-West,Ubuntu,6,1070,13910,183.9,49.8,56.3
GCP,Micro,US-East,Windows,10,37,407,136.3,47.9,34.2
AWS,Micro,EU-West,Linux,19,50,300,198.2,29.1,25.0
Azure,Micro,US-East,Linux,15,108,1080,177.2,36.1,53.1
Azure,Micro,AP-South,Ubuntu,3,56,448,97.2,36.7,21.4
Azure,Micro,US-East,Windows,5,155,775,106.3,72.6,70.7
Azure,X-Large,US-East,Windows,21,4839,24195,42.2,72.9,96.1
Azure,X-Large,US-East,Ubuntu,2,2997,26973,95.1,47.8,44.3
Azure,Large,EU-West,Ubuntu,8,426,2556,181.1,28.5,22.9
GCP,Large,EU-West,Windows,9,1459,11672,14.9,76.0,90.2
GCP,Large,AP-South,Windows,13,1072,5360,173.4,65.0,74.8
AWS,Large,US-East,Ubuntu,10,1091,8728,71.5,52.6,53.4
GCP,Micro,US-East,Windows,17,22,220,180.4,42.1,18.1
GCP,Micro,US-East,Linux,21,150,2100,188.5,50.2,69.1
Azure,Large,US-East,Ubuntu,11,1323,10584,135.8,57.8,81.1
AWS,X-Large,AP-South,Linux,22,3078,15390,134.6,47.7,52.0
Azure,Micro,EU-West,Ubuntu,11,139,1529,93.3,46.0,61.4
AWS,Micro,EU-West,Ubuntu,12,25,150,167.9,21.1,16.5
GCP,X-Large,US-East,Windows,12,1648,21424,192.5,55.3,45.5
GCP,X-Large,EU-West,Linux,18,1328,9296,156.1,24.9,26.8
Azure,X-Large,US-East,Windows,18,4237,50844,126.3,75.2,88.6
Azure,X-Large,AP-South,Linux,22,2482,29784,123.3,39.3,44.6
Azure,X-Large,AP-South,Windows,13,4893,34251,170.6,78.1,90.6
GCP,Large,EU-West,Ubuntu,3,1151,9208,110.5,49.1,70.2
GCP,X-Large,US-East,Linux,12,3005,18030,161.8,43.7,51.7
GCP,Micro,AP-South,Linux,7,109,872,104.2,39.9,48.1
AWS,X-Large,EU-West,Ubuntu,22,3668,47684,17.2,50.4,62.8
Azure,Large,AP-South,Ubuntu,20,1396,8376,79.9,56.7,74.9
AWS,Micro,AP-South,Windows,22,171,1197,91.7,74.0,93.1
GCP,X-Large,US-East,Linux,18,4976,39808,32.6,56.7,80.0
GCP,X-Large,EU-West,Windows,11,2751,24759,25.0,66.9,52.7
AWS,X-Large,US-East,Linux,17,1775,8875,109.4,30.3,38.4
Azure,Micro,EU-West,Linux,5,16,176,21.6,26.9,12.5
Azure,X-Large,AP-South,Windows,17,2827,39578,64.1,61.1,60.0
GCP,Large,US-East,Ubuntu,18,473,5203,150.2,26.9,41.4
GCP,Large,US-East,Ubuntu,21,1226,15938,193.1,52.9,83.5
GCP,X-Large,US-East,Windows,4,2051,16408,145.0,52.8,54.3
Azure,Micro,US-East,Ubuntu,23,79,790,198.6,32.6,33.0
AWS,Micro,EU-West,Windows,8,181,1086,141.2,77.1,86.9
GCP,Large,EU-West,Ubuntu,2,1372,10976,62.3,51.5,83.5
GCP,Large,US-East,Windows,9,739,4434,136.1,62.4,55.2
AWS,Micro,US-East,Windows,18,63,882,141.9,51.3,45.6
Azure,Micro,EU-West,Windows,2,191,1719,77.5,77.9,89.3
GCP,Large,EU-West,Windows,21,1288,14168,8.5,78.3,84.6
Azure,X-Large,US-East,Ubuntu,14,1355,6775,142.1,28.5,20.6
GCP,X-Large,EU-West,Linux,0,4604,64456,9.2,58.1,72.0
Azure,Micro,US-East,Ubuntu,6,22,308,128.1,20.1,19.3
AWS,X-Large,US-East,Linux,11,4384,48224,36.9,58.2,75.6
GCP,Micro,US-East,Windows,16,58,812,115.3,53.9,42.1
GCP,Large,AP-South,Linux,20,317,3170,103.3,30.8,16.0
GCP,Large,US-East,Linux,23,253,2530,7.6,30.0,17.6
GCP,Micro,EU-West,Ubuntu,19,147,1764,75.8,47.0,66.0
GCP,Large,AP-South,Windows,4,764,9168,122.2,62.8,57.1
AWS,X-Large,EU-West,Windows,3,2067,20670,170.5,56.9,45.5
GCP,Large,EU-West,Windows,11,252,1764,178.3,48.4,21.8
GCP,Large,EU-West,Linux,19,757,6813,99.4,42.9,45.1
Azure,X-Large,US-East,Windows,23,4596,27576,147.0,75.5,91.1
GCP,X-Large,EU-West,Ubuntu,17,4748,42732,66.7,54.8,76.7
Azure,Micro,EU-West,Linux,16,111,1443,71.7,44.9,46.9
AWS,Large,EU-West,Linux,18,1067,14938,42.9,45.3,53.1
Azure,Micro,AP-South,Linux,8,151,755,114.6,54.2,69.7
Azure,Micro,US-East,Linux,3,147,2058,66.3,46.3,58.9
AWS,X-Large,US-East,Ubuntu,20,1674,15066,21.5,33.0,38.8
AWS,Micro,AP-South,Linux,1,162,1620,138.6,55.5,65.3
Azure,Micro,EU-West,Linux,3,140,1540,143.0,50.2,63.5
Azure,Large,AP-South,Ubuntu,1,310,4030,75.2,29.4,17.3
AWS,Micro,AP-South,Windows,14,111,1110,20.0,64.1,65.6
AWS,Micro,US-East,Ubuntu,1,26,234,88.1,29.4,20.0
AWS,Micro,US-East,Windows,3,21,231,91.3,42.5,25.5
AWS,Large,AP-South,Linux,5,1405,7025,135.4,54.1,84.3
AWS,X-Large,EU-West,Linux,6,1883,16947,66.5,36.8,34.0
Azure,Large,US-East,Linux,9,740,4440,138.1,40.5,28.4
AWS,X-Large,EU-West,Ubuntu,18,1170,9360,174.9,26.0,25.2
GCP,X-Large,US-East,Windows,18,3456,38016,51.3,68.2,71.9
GCP,X-Large,EU-West,Windows,21,1739,15651,195.9,57.5,43.0
GCP,Large,EU-West,Ubuntu,11,1411,14110,80.3,59.5,84.6
GCP,Large,EU-West,Ubuntu,2,1057,6342,57.1,48.1,56.3
AWS,X-Large,AP-South,Windows,12,3277,22939,87.2,65.6,73.4
GCP,Large,US-East,Ubuntu,17,318,3498,23.4,30.5,29.7
Azure,Micro,EU-West,Linux,7,165,990,29.5,49.8,79.5
GCP,X-Large,EU-West,Windows,20,3831,38310,85.8,70.5,75.5
AWS,X-Large,AP-South,Ubuntu,14,4758,42822,153.7,55.8,84.2
GCP,X-Large,AP-South,Windows,0,3512,49168,180.6,69.2,63.2
Azure,X-Large,EU-West,Ubuntu,2,3151,15755,134.6,43.8,53.6
